data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7079422,887,YEM52358,52358,"09 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,"Civilians (Yemen)",,7,78,"Middle East",Yemen,Sadah,Razih,,"An Nazir",16.9092,43.2623,2,"Ansar Allah; Yemen Data Project","Local partner-National","On 9 May 2020, Saudi forces reportedly fired artillery and rockets at residential villages in Raizh district (Sadah), injuring a child. No fatalities nor injuries reported.",0,1589229240,YEM
7079421,887,YEM52357,52357,"09 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Sadah,"Al Dhaher",,"Al Malahit",16.7685,43.2758,2,"Yemen Data Project; Ansar Allah","Local partner-National","On 9 May 2020, 3 Saudi-led coalition airstrikes reportedly targeted Al Dhaher district (Saah). No fatalities nor injuries reported.",0,1589229240,YEM
7079420,887,YEM52356,52356,"09 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,11,"Middle East",Yemen,Marib,Sirwah,,"Suq Sirwah",15.4493,45.0189,2,"Mareb Press; Yemen Data Project","Local partner-National","On 9 May 2020, clashes erupted between pro-Houthi forces and pro-Hadi and affiliated forces, including the Popular Resistance, on the Sirwah (Marib), Nihm (Sanaa), and Al Jawf frontlines. The clashes resulted in more than 20 pro-Houthi elements killed, including prominent leaders and supervisors of the Houthi movement. 20 fatalities split up between 3 events.",7,1589229240,YEM
7079419,887,YEM52355,52355,"09 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Marib,Sirwah,,"Suq Sirwah",15.4493,45.0189,2,"Ansar Allah; Yemen Data Project","Local partner-National","On 9 May 2020, 4 Saudi-led coalition airstrikes reportedly targeted Sirwah district (Marib). No fatalities nor injuries reported.",0,1589229240,YEM
7079418,887,YEM52354,52354,"09 May 2020",2020,1,"Strategic developments","Change to group/activity","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Marib,Marib,,"At Tadawin",15.6,45.3333,1,"Mocha News; Yemen Data Project","Local partner-National","On 9 May 2020, Saudi-led coalition reinforcements, including vehicles armored with caliber 50mm weapons, reportedly reached the coalition base in At Tadawin (Marib).",0,1589229240,YEM
7079417,887,YEM52353,52353,"09 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Marib,Majzar,,Majzar,15.85,44.775,2,"Yemen News Agency (SABA) - Pro-Houthi; Yemen Data Project","Local partner-National","On 9 May 2020, 6 Saudi-led coalition airstrikes reportedly targeted Majzar district (Marib). No fatalities nor injuries reported.",0,1589229240,YEM
7079416,887,YEM52352,52352,"09 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Civilians (Yemen)",,7,17,"Middle East",Yemen,Marib,Mahliyah,,Qaniyah,14.5712,45.27,2,"Yemen Data Project; Khabar News Agency (Yemen)","Local partner-National","On 9 May 2020, pro-Houthi forces reportedly fired BMP shells at An Najar village in Qaniyah area (Mahliyah, Marib), hitting a civilian house and killing a woman.",1,1589229240,YEM
7079415,887,YEM52351,52351,"09 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)","Popular Resistance",1,11,"Middle East",Yemen,Marib,Mahliyah,,Qaniyah,14.5712,45.27,2,"Al Khabar Post; Yemen Data Project","Local partner-National","On 9 May 2020, pro-Hadi and tribal affiliated forces (coded as Popular Resistance) reportedly thwarted a pro-Houthi incursion on the Qaniyah frontline (Mahliyah, Marib) and gained control over important positions, killing several pro-Houthi elements and causing them equipment losses. Unknown number of fatalities coded as 10.",10,1589229240,YEM
7079414,887,YEM52350,52350,"09 May 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Yemen)",,3,"Civilians (Yemen)","Police Forces of Yemen (2012-)",7,37,"Middle East",Yemen,Lahij,Tuban,,"Al Anad",13.2106,44.785,2,"Yemen Window; Yemen Data Project","Local partner-National","On 9 May 2020, 2 unidentified armed men carried out a drive-by shooting on the main road of Abr Badr area (Tuban, Lahij), targeting a member of the governorate's security while he was travelling in his car, injuring his son.",0,1589229240,YEM
7079413,887,YEM52347,52347,"09 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Operation Restoring Hope",,8,18,"Middle East",Yemen,"Al Jawf","Al Hazm",,"Al Hazm",16.1641,44.7769,3,"Yemen Data Project; 26 September News - Pro-Houthi","Local partner-National","On 9 May 2020, the pro-Houthi air defence reportedly repelled a formation of Saudi-led coalition aircrafts flying over Al Jawf governorate, by firing Fatir-1 missiles. No fatalities nor injuries reported.",0,1589229240,YEM
7079412,887,YEM52346,52346,"09 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)","Popular Resistance",1,11,"Middle East",Yemen,"Al Jawf","Al Hazm",,"Al Hazm",16.1641,44.7769,3,"Yemen Data Project; Mareb Press","Local partner-National","On 9 May 2020, clashes erupted between pro-Houthi forces and pro-Hadi and affiliated forces, including the Popular Resistance, on the Sirwah (Marib), Nihm (Sanaa), and Al Jawf frontlines. The clashes resulted in more than 20 pro-Houthi elements killed, including prominent leaders and supervisors of the Houthi movement. 20 fatalities split up between 3 events.",6,1589229240,YEM
7079411,887,YEM52345,52345,"09 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"At Tuhayta",14.1836,43.2264,2,"Al Amaliqah; Yemen Data Project","Local partner-National","On 9 May 2020, pro-Houthi forces reportedly fired caliber 120mm mortar shells at anti-Houthi National Resistance forces in At Tuhayta district (Al Hudaydah). The anti-Houthi forces reportedly responded to the fire, killing several pro-Houthi elements and destroying their equipment. Unknown number of fatalities coded as 10.",10,1589229240,YEM
7079410,887,YEM52344,52344,"09 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Forces",,3,,,0,30,"Middle East",Yemen,"Al Hudaydah","Al Hali",,"Al Hudaydah-Street 50",14.7939,42.9994,1,"Yemen Data Project; Al Masirah","Local partner-National","On 9 May 2020, anti-Houthi National Resistance forces reportedly fired machine guns, assumedly heavy, at various locations in 50 Street area of Hudaydah city (Al Hali, Al Hudaydah). No fatalities nor injuries reported.",0,1589229240,YEM
7079409,887,YEM52343,52343,"09 May 2020",2020,1,"Strategic developments","Change to group/activity","National Resistance Forces",,3,,,0,30,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Ad Durayhimi",14.637,43.0551,2,"Al Masirah; Yemen Data Project","Local partner-National","On 9 May 2020, anti-Houthi National Resistance forces reportedly established new fortifications in the east of Ad Durayhimi city (Al Hudaydah).",0,1589229240,YEM
7079408,887,YEM52342,52342,"09 May 2020",2020,1,"Strategic developments","Change to group/activity","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Al Bayda","Radman Al Awad",,"An Najd",14.4215,45.296,2,"Yemen Data Project; YNP","Local partner-National","On 9 May 2020, coalition reinforcements, including 6 armored vehicles and other military vehicles, reached Al Awadh area (Radman al Awadh, Al Bayda).",0,1589229240,YEM
7079407,887,YEM52341,52341,"09 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Al Bayda","As Sawadiyah",,Yisbal,14.5316,45.3172,2,"Crater Sky; Yemen Data Project","Local partner-National","On 9 May 2020, 2 Saudi-led coalition airstrikes reportedly targeted Al Yasbil areas in Qaniyah (As Sawdiyah, AL Bayda). No fatalities nor injuries reported.",0,1589229240,YEM
7079406,887,YEM52340,52340,"09 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,11,"Middle East",Yemen,"Al Bayda","As Sawadiyah",,"Al Wahabiyah",14.4598,45.362,1,"Yemen Data Project; Al Mashhad Al Yemeni","Local partner-National","On 9 May 2020, pro-Hadi and affiliated forces reportedly thwarted a pro-Houthi incursion in Al Wahabiyah frontline (As Sawadiyah, Al Bayda), killing dozens of pro-Houthi elements, including a prominent field leader from Sanhan district (Sanaa). Dozens of fatalities coded as 12.",12,1589229240,YEM
7079405,887,YEM52339,52339,"09 May 2020",2020,1,Protests,"Excessive force against protesters","Protesters (Yemen)",,6,"Military Forces of Yemen (2012-) Security Belt Forces","STC: Southern Transitional Council",1,16,"Middle East",Yemen,Aden,Craiter,,Aden-Kraytar,12.7775,45.0328,2,"Yemen Data Project; Al Sahwa (Yemen); Aden News","Local partner-National","On 9 May 2020, demonstrators reportedly took the streets in Craiter district (Aden) to criticize STC authorities. Pro-STC forces (coded as Security Belt forces) reportedly reacted by arresting the protesters and locking down the district, and by opening fire on the protesters who attempted to gather. [size=no report]",0,1589229240,YEM
7079404,887,YEM52338,52338,"09 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Ad Dali",Qaatabah,,Qatabah,13.8549,44.7058,2,"Ansar Allah; Yemen Data Project","Local partner-National","On 9 May 2020, 8 Saudi-led coalition airstrikes reportedly targeted various areas in Qaatabah district (Ad Dali). No fatalities nor injuries reported.",0,1589229240,YEM
7079403,887,YEM52335,52335,"09 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Ad Dali",Damt,,"Hammam Damt",14.0903,44.6701,2,"Yemen News Agency (SABA) - Pro-Houthi; Yemen Data Project","Local partner-National","On 9 May 2020, 1 Saudi-led coalition airstrike reportedly targeted a poultry farm in Shathath area, located between Ar Radhmah (Ibb) and Damt (Ad Dali) districts. No fatalities nor injuries reported.",0,1589229240,YEM
7079402,887,YEM52334,52334,"09 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,"Military Forces of Yemen (2016-) Supreme Political Council",,1,18,"Middle East",Yemen,"Ad Dali","Al Husha",,Dawran,13.7744,44.442,2,"Yemen Data Project; Khabar News Agency (Yemen)","Local partner-National","On 9 May 2020, 8 Saudi-led coalition airstrikes reportedly targeted pro-Houthi forces in Al Husha district (Ad Dali), killing and injuring dozens of pro-Houthi fighters and destroying heavy weapons. Dozens of fatalities and injuries coded as 6.",6,1589229240,YEM
7079456,887,YEM52308,52308,"08 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)","STC: Southern Transitional Council",6,,,0,60,"Middle East",Yemen,Abyan,"Al Mahfad",,"Al Mahfid",14.0585,46.9133,2,"Aden al Ghad",Subnational,"On 8 May 2020, people in Al Mahfad district (Abyan) participated in a STC-organized demonstration in support of the STC's declaration of self-administration in South Yemen. [size=no report]",0,1589229240,YEM
7079455,887,YEM52319,52319,"08 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah",Hays,,Hays,13.9317,43.4831,1,"Aden al Ghad",National,"On 8 May 2020, National resistance forces reportedly thwarted a Houthi attack from Al Maqani and Ash Shuaynah on the city of Hays (Hays, Al Hudaydah), incurring a number of fatalities and forcing the Houthi forces to retreat. Unclear fatalities coded as 10.",10,1589229240,YEM
7079453,887,YEM52327,52327,"08 May 2020",2020,1,"Strategic developments","Change to group/activity","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,,,0,80,"Middle East",Yemen,Suqutra,Hidaybu,,Hadibu,12.6501,54.0223,1,"Aden al Ghad",National,"On 8 May 2020, Saudi forces reportedly deployed to the entrances and exits of Hadibu (Hidaybu, Suqutra) in the context of recent fighting on the island between pro-Hadi/Islah and pro-STC factions.",0,1589229240,YEM
7079442,887,YEM52318,52318,"08 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah","Bayt Al Faqiah",,"Al Jah",14.2833,43.0667,1,"Aden al Ghad",National,"On 8 May 2020, pro-Houthi forces reportedly fired ZU-23 cannon shells, RPG grenades, and caliber 14.5mm weapons at residential villages and farms in Ad Durayhimi district. Anti-Houthi National Resistance forces reportedly responded to the fire and killed and injured several pro-Houthi elements. Additionally, Houthi forces clashed with National Resistance forces in Al Husayniyah (Bayt Al Faqiah, Al Hudaydah) and Al Jah (Bayt Al Faqiah, Al Hudaydah). Unknown number of fatalities and injuries coded as 10, split between three locations.",3,1589229240,YEM
7079441,887,YEM52317,52317,"08 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah","Bayt Al Faqiah",,"Al Husayniyah",14.3551,43.3206,1,"Aden al Ghad",National,"On 8 May 2020, pro-Houthi forces reportedly fired ZU-23 cannon shells, RPG grenades, and caliber 14.5mm weapons at residential villages and farms in Ad Durayhimi district. Anti-Houthi National Resistance forces reportedly responded to the fire and killed and injured several pro-Houthi elements. Additionally, Houthi forces clashed with National Resistance forces in Al Husayniyah (Bayt Al Faqiah, Al Hudaydah) and Al Jah (Bayt Al Faqiah, Al Hudaydah). Unknown number of fatalities and injuries coded as 10, split between three locations.",3,1589229240,YEM
7079440,887,YEM52310,52310,"08 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Al Bayda",Mukayras,,"Aqabat Thirah",13.8874,45.774,1,"Aden al Ghad",National,"On 8 May 2020, a Saudi-led coalition airstrike was reported on Thirah mountain [Aqabat Thirah] (Mukayras, Al Bayda) with no reports of fatalities or injuries.",0,1589229240,YEM
7079401,887,YEM52330,52330,"08 May 2020",2020,1,"Violence against civilians",Attack,"Military Forces of Yemen (2016-) Supreme Political Council",,1,"Civilians (Yemen)","Prisoners (Yemen)",7,17,"Middle East",Yemen,Taizz,Salh,,"Taizz-Wadi al Hawban",13.5833,44.0333,1,"Yemen Data Project; Khabar News Agency (Yemen)","Local partner-National","On 8 May 2020, a prisoner died in the Houthi-controlled prison of Hauban (Salh, Taizz). The man was allegedly subjected to torture inside the prison.",1,1589229240,YEM
7079400,887,YEM52329,52329,"08 May 2020",2020,1,"Violence against civilians",Attack,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,"Civilians (Yemen)",,7,17,"Middle East",Yemen,Taizz,"Dimnat Khadir",,"Qaryat ar Rahbah",13.4396,44.1269,1,"Al Masirah; Yemen Data Project","Local partner-National","On 8 May 2020, anti-Houthi forces (coded as pro-Hadi and affiliated forces) reportedly opened fire on civilians in Qaryat ar Rahbah (Dimnat Khadir, Taizz), killing a woman and her son, and injuring her husband.",2,1589229240,YEM
7079399,887,YEM52328,52328,"08 May 2020",2020,1,"Violence against civilians",Attack,"Military Forces of Yemen (2012-) 22nd Armored Brigade","Al Islah Party",1,"Civilians (Yemen)",,7,17,"Middle East",Yemen,Taizz,"Al Mudhaffar",,"Taizz-Bir Bashah",13.5889,43.9758,1,"Yemen Data Project; Al Mashhad Al Araby","Local partner-National","On 8 May 2020, elements of the pro-Hadi 22nd Mechanized Brigade, affiliated with the Islah party, reportedly opened fire on a civilian in Bir Basha area of Taizz city (Al Mudhaffar, Taizz), injuring him.",0,1589229240,YEM
7079398,887,YEM52326,52326,"08 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,,,0,80,"Middle East",Yemen,Sadah,Razih,,"Bani Siyah",16.8528,43.2721,1,"Yemen Data Project; Al Masirah","Local partner-National","On 8 May 2020, Saudi forces reportedly fired artillery at Bani Siyah area (Raizh, Sadah), killing livestock and damaging civilian properties. No fatalities nor injuries reported.",0,1589229240,YEM
7079397,887,YEM52325,52325,"08 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,,,0,80,"Middle East",Yemen,Sadah,Haydan,,Haydan,16.779,43.4337,2,"Yemen Data Project; Al Masirah","Local partner-National","On 8 May 2020, Saudi forces reportedly fired artillery rockets at residential villages west of Haydan district (Sadah). No fatalities nor injuries reported.",0,1589229240,YEM
7079396,887,YEM52324,52324,"08 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,,,0,80,"Middle East",Yemen,Sadah,Baqim,,"Baqim as Suq",17.3971,43.4774,2,"Yemen Data Project; Al Masirah","Local partner-National","On 8 May 2020, Saudi forces reportedly fired artillery and rockets at civilian houses and farms in Baqim district (Sadah). No fatalities nor injuries reported.",0,1589229240,YEM
7079395,887,YEM52323,52323,"08 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Sadah,Baqim,,"Baqim as Suq",17.3971,43.4774,2,"Yemen Data Project; Ansar Allah","Local partner-National","On 8 May 2020, 2 Saudi-led coalition airstrikes reportedly targeted Baqim district (Sadah). No fatalities nor injuries reported.",0,1589229240,YEM
7079394,887,YEM52322,52322,"08 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Militia (Pro-Government); Operation Restoring Hope",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,Marib,Sirwah,,"Suq Sirwah",15.4493,45.0189,2,"Al Mashhad Al Yemeni; Al Masirah; Yemen Data Project","Local partner-National","On 8 May 2020, pro-Houthi forces reportedly thwarted a pro-Hadi and affiliated groups incursion in Sirwah district (Marib), killing and injuring dozens of pro-Hadi elements. The incursion was backed by 18 Saudi-led coalition airstrikes. On the same date, pro-Hadi forces killed dozens of pro-Houthi elements from Arhab district (Sanaa) on the Sirwah frontline. Dozens of fatalities coded as 12.",12,1589229240,YEM
7079393,887,YEM52321,52321,"08 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Marib,Sirwah,,"Suq Sirwah",15.4493,45.0189,2,"Ansar Allah; Yemen Data Project","Local partner-National","On 8 May 2020, 20 Saudi-led coalition airstrikes reportedly targeted Sirwah district (Marib). No fatalities nor injuries reported.",0,1589229240,YEM
7079392,887,YEM52320,52320,"08 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Al Jawf","Khabb wa ash Shaaf",,"Al Mahjal",16.7117,44.8477,2,"Ansar Allah; Yemen Data Project","Local partner-National","On 8 May 2020, 21 Saudi-led coalition airstrikes reportedly targeted Khabb wa ash Shaaf district (Al Jawf). No fatalities nor injuries reported.",0,1589229240,YEM
7079391,887,YEM52316,52316,"08 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"Al Jabaliyah",14.0725,43.1589,1,"Al Amaliqah; Yemen Data Project","Local partner-National","On 8 May 2020, pro-Houthi forces reportedly fired caliber 12.7mm, 14.5mm, and PK machine guns, and sniper shots at residential villages and farms in Al Jabaliyah area (At Tuhayat, Al Hudaydah). No fatalities nor injuries reported.",0,1589229240,YEM
7079390,887,YEM52315,52315,"08 May 2020",2020,1,"Strategic developments","Change to group/activity","National Resistance Forces",,3,,,0,30,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Al Hudaydah-Kilu 16",14.7979,43.0789,1,"Yemen Data Project; Al Masirah","Local partner-National","On 8 May 2020, anti-Houthi National Resistance forces reportedly established fortifications in Kilu 16 area of Hudaydah city (Ad Durayhimi, Al Hudaydah).",0,1589229240,YEM
7079389,887,YEM52314,52314,"08 May 2020",2020,1,"Strategic developments","Change to group/activity","National Resistance Forces",,3,,,0,30,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Ad Durayhimi",14.637,43.0551,2,"Al Masirah; Yemen Data Project","Local partner-National","On 8 May 2020, anti-Houthi National Resistance forces reportedly established new fortifications east of Ad Durayhimi city (Al Hudaydah). No fatalities nor injuries reported.",0,1589229240,YEM
7079388,887,YEM52313,52313,"08 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Ad Durayhimi",14.637,43.0551,2,"Yemen Data Project; Al Amaliqah","Local partner-National","On 8 May 2020, pro-Houthi forces reportedly fired ZU-23 cannon shells, RPG grenades, and caliber 14.5mm weapons at residential villages and farms in Ad Durayhimi district. Anti-Houthi National Resistance forces reportedly responded to the fire and killed and injured several pro-Houthi elements. Additionally, Houthi forces clashed with National Resistance forces in Al Husayniyah (Bayt Al Faqiah, Al Hudaydah) and Al Jah (Bayt Al Faqiah, Al Hudaydah). Unknown number of fatalities and injuries coded as 10, split between three locations.",4,1589229240,YEM
7079387,887,YEM52312,52312,"08 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Al Awad Tribal Militia (Yemen)",,4,14,"Middle East",Yemen,"Al Bayda","Radman Al Awad",,"An Najd",14.4215,45.296,2,"Yemen Data Project; Samaa TV (Yemen)","Local partner-National","On 8 May 2020, clashes erupted between pro-Houthi forces and tribal militias, assumedly belonging to Al Awad, in the eastern part of Radman al Awad district (Al Bayda), as the tribal fighters spotted and repelled a pro-Houthi reconnaissance unit in the area. No fatalities nor injuries reported.",0,1589229240,YEM
7079386,887,YEM52311,52311,"08 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Al Bayda",Mukayras,,Mukayras,13.9443,45.6707,2,"Yemen Data Project; Ansar Allah","Local partner-National","On 8 May 2020, 2 Saudi-led coalition airstrikes reportedly targeted Mukayras district (Al Bayda). No fatalities nor injuries reported.",0,1589229240,YEM
7079385,887,YEM52309,52309,"08 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2012-) Amajid Brigade",,1,"Al Bujayri Tribal Militia (Yemen)",,4,14,"Middle East",Yemen,Abyan,Zingibar,,Zinjibar,13.1287,45.3807,3,"Yemen Press; Yemen Data Project","Local partner-National","On 8 May 2020, pro-Hadi forces led by Ash Shajiri (coded as Amajid brigades) reportedly clashed with Al Bujayri tribes in Abyan governorate. The clashes reportedly erupted as the Al Bujayri tribes cut the line of supply in front of Ash Shajiri's forces and resulted in 1 pro-Hadi soldier killed and 2 others injured.",1,1589229240,YEM
7079480,887,YEM52305,52305,"07 May 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Military Forces of Yemen (2012-)","Al Islah Party",1,"Civilians (Yemen)",,7,17,"Middle East",Yemen,Shabwah,Habban,,"Al Aram",14.4004,47.1,1,"Nukhba Hadramawt",National,"On 7 May 2020, pro-Islah security forces reportedly abducted two civilians from Al Aram (Habban, Shabwah). There was no reported reason for their abduction.",0,1589229241,YEM
7079478,887,YEM52297,52297,"07 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)",,6,,,0,60,"Middle East",Yemen,Hadramawt,Tarim,,Tarim,16.0569,48.9989,1,"Hadramawt 21",Subnational,"On 7 May 2020, hundreds of people from Al Kudah region east of Tarim city protested in Tarim (Tarim, Hadramawt) against insecurity in their region and called for more comprehensive government action. People from Tarim participated in the protest as well. [size=hundreds]",0,1589229241,YEM
7079457,887,YEM52294,52294,"07 May 2020",2020,1,"Strategic developments","Looting/property destruction","Police Forces of Yemen (2016-) Supreme Political Council",,1,"Civilians (Yemen)",,7,17,"Middle East",Yemen,"Amanat al Asimah","Al Wahdah",,"Sanaa-Al Wahdah",15.3352,44.1868,1,"Aden al Ghad",National,"On 7 May 2020, Houthi security forces reportedly confiscated the City Max mall on 60th Street in Al Wahdah area of Sanaa city (Al Wahdah, Amanat al Asimah) from its owner and appointed its own accountants and store keepers to manage the assets of the mall.",0,1589229240,YEM
7079450,887,YEM52285,52285,"07 May 2020",2020,1,"Strategic developments","Change to group/activity","Military Forces of Yemen (2012-) Security Belt Forces",,1,"Police Forces of Yemen (2012-)",,1,11,"Middle East",Yemen,Aden,"Al Mansura",,Kabuta,12.8526,44.9703,1,"Aden al Ghad",Subnational,"Security Measures: On 7 May 2020, members from the 4th Brigade of the Support and Reinforcement Brigades of the Security Belt reportedly stormed a police office in Kabuta (Al Mansura, Aden) and detained a number of policemen for a short period after the police office sold a seized military vehicle of the Giants Brigade. The police were disarmed by the soldiers with no shots fired.",0,1589229240,YEM
7079449,887,YEM52296,52296,"07 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)",,6,,,0,60,"Middle East",Yemen,Hadramawt,"Ash Shihr",,"Ash Shihr",14.7603,49.6054,1,"Aden al Ghad",National,"On 7 May 2020, people in Ash Shihr (Ash Shihr, Hadramawt) protested against the imposition of a coronavirus influenced curfew. [size=no report]",0,1589229240,YEM
7079448,887,YEM52295,52295,"07 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)",,6,,,0,60,"Middle East",Yemen,Hadramawt,"Al Mukalla City",,"Al Mukalla",14.5425,49.1242,2,"Aden al Ghad",National,"On 7 May 2020, dozens of people in Al Mukalla City (Al Mukalla City, Hadramawt) protested against the imposition of a coronavirus influenced curfew. [size=dozens]",0,1589229240,YEM
7079446,887,YEM52286,52286,"07 May 2020",2020,1,Riots,"Violent demonstration","Rioters (Yemen)",,5,,,0,50,"Middle East",Yemen,Aden,"Ash Shaikh Outhman",,"Al Mimdarah",12.8675,45.0055,1,"Aden al Ghad",Subnational,"On 7 May 2020, people in Al Mimdarah (Ash Shaikh Outhman, Aden) cut off the streets and burnt tires to demand that electricity be restored to their houses. Electricty was reportedly cut off 3 days prior. [size=no report]",0,1589229240,YEM
7079444,887,YEM52282,52282,"07 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-) Amajid Brigade",,1,11,"Middle East",Yemen,Abyan,Lawdar,,"Jabal Yusuf",13.8954,45.8865,1,"Aden al Ghad",Subnational,"On 7 May 2020, Houthi forces reportedly shelled the area of Jabal Yusuf and a Amajid Brigade base on the mountain without causing any injuries.",0,1589229240,YEM
7079384,887,YEM52307,52307,"07 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)","Health Workers (Yemen)",6,,,0,60,"Middle East",Yemen,Taizz,Salh,,"Taizz-Ath Thawrah",13.5862,44.0238,1,"Crater Sky; Yemen Data Project","Local partner-National","On 7 May 2020, the staff of Al Thawrah Hospital (Salh, taizz) organized a demonstration in the presence of the President of the Authority and the hospital representatives to protest against the attack, carried out by gunmen, that took place on 6 May 2020 against the staff of the emergency department of the hospital. [size=no report]",0,1589229240,YEM
