data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7079383,887,YEM52306,52306,"07 May 2020",2020,1,"Strategic developments","Change to group/activity","Military Forces of Yemen (2012-)","Operation Restoring Hope; Military Forces of Saudi Arabia (2015-)",1,,,0,10,"Middle East",Yemen,Suqutra,Hidaybu,,Hadibu,12.6501,54.0223,3,"YNP; Yemen Data Project","Local partner-National","On 7 May 2020, pro-Hadi forces were reportedly deployed to Suqutra island, while Saudi aircrafts conducted reconnaissance flights over the area. On the morning of the same day, Saudi forces had withdrawn from the sea points around the island, as agreed with pro-STC forces.",0,1589229240,YEM
7079382,887,YEM52304,52304,"07 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Southern Resistance",,3,"Military Forces of Yemen (2012-)","Al Islah Party",1,13,"Middle East",Yemen,Shabwah,"As Said",,"Al Said",14.3301,46.8729,2,"Yemen Data Project; Aden Lang","Local partner-National","On 7 May 2020, Southern Resistance forces reportedly targeted, assumedly with heavy weapons, pro-Hadi Islah groups in Adh Dhalah area (As Said, Shabwah). Also, they ambushed, assumedly with heavy weapons, pro-Hadi Islah reinforcements headed towards the same area. The 2 operations caused several fatalities and injuries among pro-Hadi forces and damaged military vehicles.Unknown number of fatalities and injuries coded as 10.",10,1589229240,YEM
7079381,887,YEM52303,52303,"07 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Sanaa,Khwlan,,"Al Arqoub",15.319,44.8959,1,"Yemen Data Project; Ansar Allah","Local partner-National","On 7 May 2020, 4 Saudi-led coalition airstrikes reportedly targeted Al Arqoub area (Khwlan, Sanaa). No fatalities nor injuries reported.",0,1589229240,YEM
7079380,887,YEM52302,52302,"07 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,"Civilians (Yemen)",,7,78,"Middle East",Yemen,Sadah,Razih,,"An Nazir",16.9092,43.2623,2,"Ansar Allah; Yemen Data Project","Local partner-National","On 7 May 2020, Saudi forces reportedly fired artillery and rockets at residential villages in Razih district (Sadah), killing 1 civilian and causing material damages.",1,1589229240,YEM
7079379,887,YEM52301,52301,"07 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Sadah,Baqim,,"Baqim as Suq",17.3971,43.4774,2,"Yemen Data Project; Al Masirah","Local partner-National","On 7 May 2020, 2 Saudi-led coalition airstrikes reportedly targeted Baqim district (Sadah). No fatalities nor injuries reported.",0,1589229240,YEM
7079378,887,YEM52300,52300,"07 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,8,,,0,80,"Middle East",Yemen,Sadah,Baqim,,"Ar Raboah Frontline",17.5407,43.3593,2,"Yemen Data Project; Al Masirah","Local partner-National","On 7 May 2020, 2 Saudi-led coalition airstrikes reportedly targeted Al Raboah frontline along the Yemeni-Saudi border. No fatalities nor injuries reported.",0,1589229240,YEM
7079377,887,YEM52299,52299,"07 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Sadah,Baqim,,"Al Mijazah Frontline",17.4871,43.5174,2,"Yemen Data Project; Al Masirah","Local partner-National","On 7 May 2020, 7 Saudi-led coalition airstrikes reportedly targeted Al Mijazah frontline (Baqim, Sadah), along the Yemeni-Saudi border. No fatalities nor injuries reported.",0,1589229240,YEM
7079376,887,YEM52298,52298,"07 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,"Civilians (Yemen)",,7,78,"Middle East",Yemen,Hajjah,Abs,,"Al Jarr",16.0572,43.0621,1,"Ansar Allah; Yemen Data Project","Local partner-National","On 7 May 2020, Saudi-led coalition air raids were reported on Al Jarr area in northwestern Yemen (Abs, Hajjah), killing four citizens, including a child, and injuring another child.",4,1589229240,YEM
7079375,887,YEM52293,52293,"07 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,"Al Jawf","Khabb wa ash Shaaf",,"Al Mahjal",16.7117,44.8477,2,"Yemen Data Project; Al Masirah","Local partner-National","On 7 May 2020, 5 Saudi-led coalition airstrikes reportedly targeted Khabb wa ash Shaaf district (Al Jawf), causing material damages. No fatalities nor injuries reported.",0,1589229240,YEM
7079374,887,YEM52292,52292,"07 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah",Hays,,Hays,13.9317,43.4831,1,"Al Amaliqah; Yemen Data Project","Local partner-National","On 7 May 2020, pro-Houthi forces reportedly fired caliber 14.5mm and 12.7mm machine guns, PK machine guns, and sniper shots at residential areas and civilian houses in Hays city (Al Hudaydah). No fatalities nor injuries reported.",0,1589229240,YEM
7079373,887,YEM52291,52291,"07 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah","Al Hali",,"Al Hudaydah-Madinat al Salah",14.82,42.994,2,"Al Amaliqah; Yemen Data Project","Local partner-National","On 7 May 2020, pro-Houthi forces reportedly fired caliber 12.7mm machine guns and sniper shots at the east of Madinat al Salah (Al Hali, Al Hudaydah). No fatalities nor injuries reported.",0,1589229240,YEM
7079372,887,YEM52290,52290,"07 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah","Al Hali",,"Al Hudaydah-Al Yamani Dairy Factory",14.7804,42.9998,1,"Yemen Data Project; Al Amaliqah","Local partner-National","On 7 May 2020, pro-Houthi forces reportedly fired caliber 14.5mm and PK machine guns at the Yamani Dairy Factory (Al Hali, Al Hudaydah). Anti-Houthi National Resistance forces reportedly responded to the fire with 'appropriate' weapons. No fatalities nor injuries reported.",0,1589229240,YEM
7079371,887,YEM52289,52289,"07 May 2020",2020,1,"Strategic developments","Change to group/activity","National Resistance Forces",,3,,,0,30,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Al Hudaydah-Kilu 16",14.7979,43.0789,1,"Yemen Data Project; Al Hudhud","Local partner-National","On 7 May 2020, anti-Houthi National Resistance forces reportedly established fortifications in Kilu 16 area in the east of Hodeidah Red Sea port city (Ad Durayhimi, Al Hudaydah).",0,1589229240,YEM
7079370,887,YEM52288,52288,"07 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Popular Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Al Bayda","As Sawadiyah",,Yisbal,14.5316,45.3172,2,"Yemen Data Project; Khabar News Agency (Yemen)","Local partner-National","On 7 May 2020, clashes were reported between pro-Hadi forces and Popular Resistance fighters on one side and pro-Houthi forces on the other in Yisbal region (As Sawadiyah, Al Bayda) of Al Wahabiya-Qaniyah front at the border between Marib and Al Bayda governorates. No fatalities nor injuries were reported.",0,1589229240,YEM
7079369,887,YEM52287,52287,"07 May 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Yemen)",,3,"Military Forces of Yemen (2012-) Security Belt Forces",,1,13,"Middle East",Yemen,Aden,Craiter,,"Aden-Hayy al Qati",12.7764,45.0411,1,"4 May News; Yemen Data Project","Local partner-National","On 7 May 2020, an IED planted by an unidentified armed group in a trash bin near the Central Bank of Yemen [Hayy al Qati] (Craiter, Aden) reportedly detonated, injuring a soldier of the pro-STC Storm Brigade (coded as Security Belt forces).",0,1589229240,YEM
7079368,887,YEM52284,52284,"07 May 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Yemen)",,3,"Southern Resistance",,3,33,"Middle East",Yemen,Aden,"Al Mansura",,Enma,12.8386,44.9607,1,"Yemen Data Project; Al Mashhad Al Yemeni","Local partner-National","On 7 May 2020, unidentified armed men reportedly opened fire on a vehicle carrying the leader of the Southern Resistance Abdul Nasir Abuah Abu Hamam in Enma market (Al Mansurah, Aden), injuring 1 member of his escort.",0,1589229240,YEM
7079367,887,YEM52283,52283,"07 May 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Yemen)",,3,"Military Forces of Yemen (2012-) Security Belt Forces",,1,13,"Middle East",Yemen,Abyan,Mudiyah,,Dathinah,13.8986,46.0464,1,"Aden Lang; Crater Sky; Yemen Data Project","Local partner-National","On 7 May 2020, an IED planted by unidentified armed men reportedly detonated in Dathinah area (Mudiyah, Abyan), targeting a pro-STC Security Belt forces checkpoint, killing 1 soldier and injuring 1 other. Other sources report that 2 soldiers were killed and 3 injured by a VBIED.",1,1589229240,YEM
7079489,887,YEM52256,52256,"06 May 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","AQAP: Al Qaeda in the Arabian Peninsula",,2,"Civilians (Yemen)","Labour Group (Yemen)",7,27,"Middle East",Yemen,"Al Bayda","Dhi Naim",,"Dhi Naim",14.1057,45.4481,1,Twitter,"New media","On 6 May 2020, suspected AQAP militants reportedly detonated an explosive device on a road in Dhi Naim district (Al Bayda), killing an engineer from the Houthi Public Telecommunication Corporation.",1,1589229241,YEM
7079452,887,YEM52267,52267,"06 May 2020",2020,1,"Strategic developments",Arrests,"Police Forces of Yemen (2016-) Supreme Political Council",,1,"Civilians (Yemen)",,7,17,"Middle East",Yemen,"Amanat al Asimah","Old City",,Sanaa,15.3547,44.2067,2,"Aden al Ghad",National,"On 6 May 2020, Houthi security forces reportedly carried out an extensive arrest campaign of those suspected of having contracted the coronavirus, reportedly placing them in prisons instead of quarantine facilities and conducting interrogations.",0,1589229240,YEM
7079443,887,YEM52280,52280,"06 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)","Labour Group (Yemen)",6,,,0,60,"Middle East",Yemen,Taizz,Salh,,Taizz,13.5795,44.0209,2,"Aden al Ghad",National,"On 6 May 2020, dozens of gold merchants in Taizz City (Salh, Taizz) protested against taxes imposed by the pro-Islah government in the city and called on the governor to remove them. [size=dozens]",0,1589229240,YEM
7079432,887,YEM52271,52271,"06 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)",,1,11,"Middle East",Yemen,Lahij,"Al Qabbaytah",,"Jabal al Kirsh",13.412,44.4846,2,"26 September News - Pro-Hadi",National,"On 6 May 2020, Houthi forces reportedly exchanged artillery with pro-Hadi forces on the fronts of Jabal al Kirsh front (Al Qabbaytah, Lahij) and Bab Ghaliq (Qaatabah, Ad Dali), incurring fatalities. Unclear fatalities coded as 10 and spread between 2 locations.",5,1589229240,YEM
7079431,887,YEM52270,52270,"06 May 2020",2020,1,"Strategic developments","Change to group/activity","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,Hajjah,"Hajjah City",,Hajjah,15.6943,43.6058,3,"26 September News - Pro-Hadi",National,"On 6 May 2020, Houthi reinforcements reportedly arrived at various fronts in Hajjah governorate. The composition and precise locations of the reinforcements was not reported.",0,1589229240,YEM
7079430,887,YEM52272,52272,"06 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)",,1,11,"Middle East",Yemen,Marib,Mahliyah,,Qaniyah,14.5712,45.27,2,"26 September News - Pro-Hadi",National,"On 6 May 2020, pro-Hadi force reportedly thwarted a Houthi attack on the Qaniyah front (Mahliyah, Marib), incurring fatalities among Houthi forces and forcing their retreat. Unclear fatalities coded as 10.",10,1589229240,YEM
7079426,887,YEM52254,52254,"06 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)","Southern Resistance",1,11,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Bab Ghaliq",13.925,44.6493,2,"26 September News - Pro-Hadi",National,"On 6 May 2020, Houthi forces reportedly exchanged artillery with pro-Hadi forces on the fronts of Jabal al Kirsh front (Al Qabbaytah, Lahij) and Bab Ghaliq (Qaatabah, Ad Dali), incurring fatalities. Unclear fatalities coded as 10 and spread between 2 locations.",5,1589229240,YEM
7079366,887,YEM52281,52281,"06 May 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Yemen)",,3,"Civilians (Yemen)","Health Workers (Yemen)",7,37,"Middle East",Yemen,Taizz,Salh,,"Taizz-Ath Thawrah",13.5862,44.0238,1,"Yemen Data Project; Crater Sky","Local partner-National","On 6 May 2020, unidentified gunmen reportedly attacked the staff of the emergency department of Al Thawrah Hospital (Salh, Taizz). No fatalities nor injuries reported.",0,1589229240,YEM
7079365,887,YEM52279,52279,"06 May 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Yemen (2012-) Special Security Forces",,1,"Civilians (Yemen)","Labour Group (Yemen)",7,17,"Middle East",Yemen,Taizz,"Sabir Al Mawadim",,"Al Birayn",13.4503,44.0984,1,"Yemen Data Project; Al Mashhad Al Yemeni","Local partner-National","On 6 May 2020, members of the pro-Hadi Special Security forces reportedly opened fire on a civilian car in Al Birayn checkpoint (Sabir al Mawadim, Taizz), killing a man, the director of the Tariq bin Ziyad school, and injuring five others. The order of arresting the school director allegedly came from the Security Director of Jabal Habashy. Soon after the event, the Security Director reached Al Birayn and gave the order to arrest the passengers of the car, though injured.",1,1589229240,YEM
7079364,887,YEM52278,52278,"06 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)","Dhabhan Communal Group (Yemen)",6,,,0,60,"Middle East",Yemen,Taizz,"Ash Shamayatayn",,"At Turbah",13.2127,44.1241,2,"Al Ameen Press; Yemen Data Project","Local partner-National","On 6 May 2020, armed men from Dhabhan region reportedly cut off the road linking Aden to Taizz in At Turbah area (Ash Shamayatayn, Taizz) to pressure authorities for the arrest of those involved in the killing of a citizen in the area in mid-April. They accused authorities of protecting the killers because they are affiliated with Al Islah.",0,1589229240,YEM
7079363,887,YEM52277,52277,"06 May 2020",2020,1,"Strategic developments","Change to group/activity","Military Forces of Yemen (2012-) Security Belt Forces","STC: Southern Transitional Council; Operation Restoring Hope; Military Forces of the United Arab Emirates (2004-)",1,,,0,10,"Middle East",Yemen,Suqutra,Hidaybu,,"Socotra Port",12.6821,54.0803,1,"Yemen Press Agency; Twitter; Yemen Data Project; YNP; Al Mawqea","Local partner-National","On 6 May 2020, between 300 and 1000 pro-STC fighters, depending on reports, coming from Ad Dali, Abyan and Yafai, coded as Security Belt Forces by default due to the lack of more precise information, reportedly arrived at Socotra port (Hidaybu, Suqutra) aboard a UAE ship and joined former forces of the 1st Naval Brigade on the island that defected to the STC.",0,1589229240,YEM
7079362,887,YEM52276,52276,"06 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Sanaa,Khwlan,,"Al Arqoub",15.319,44.8959,1,"Yemen Data Project; Al Masirah","Local partner-National","On 6 May 2020, four Saudi-led coalition air raids were reported on Al Arqoub area in the east of Sanaa (Khwlan, Sanaa) with no report of fatalities nor injuries.",0,1589229240,YEM
7079361,887,YEM52275,52275,"06 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,"Military Forces of Yemen (2016-) Supreme Political Council","Police Forces of Yemen (2016-) Special Security Forces",1,11,"Middle East",Yemen,Marib,Sirwah,,"Suq Sirwah",15.4493,45.0189,2,"Al Khabar Post; Yemen Data Project","Local partner-National","On 6 May 2020, clashes erupted between pro-Houthi and pro-Hadi and affiliated forces on the Sirwah frontline (Marib), resulted in the death of the commander of the pro-Houthi Special Security Forces.",1,1589229240,YEM
7079360,887,YEM52274,52274,"06 May 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Operation Restoring Hope",,8,,,0,80,"Middle East",Yemen,Marib,Sirwah,,"Suq Sirwah",15.4493,45.0189,2,"Yemen Data Project; Al Masirah","Local partner-National","On 6 May 2020, three Saudi-led coalition air raids were reported on Sirwah district west of Marib city (Marib) with no report of fatalities nor injuries.",0,1589229240,YEM
7079359,887,YEM52273,52273,"06 May 2020",2020,1,"Strategic developments","Looting/property destruction","Military Forces of Yemen (2012-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,Marib,Medghal,,Nakhla,15.616,45.1987,1,"Yemen Data Project; Aden News","Local partner-National","On 6 May 2020, pro-Hadi forces claimed to have shot down two pro-Houthi reconnaissance drones over Nakhla area west of Marib city (Medghal, Marib) with no report of fatalities nor injuries.",0,1589229240,YEM
7079358,887,YEM52269,52269,"06 May 2020",2020,1,"Violence against civilians",Attack,"Military Forces of Yemen (2016-) Supreme Political Council",,1,"Civilians (Yemen)","Women (Yemen)",7,17,"Middle East",Yemen,Dhamar,"Wusab Al Ali",,"Ad Dann",14.3518,43.8528,2,"Yemen Data Project; Al Sahwa (Yemen)","Local partner-National","On 6 May 2020, the local Houthi supervisor ('mushrif') reportedly shot and seriously injured a woman for unidentifed reasons in Mikhlaf Naqath area of Wusab Al Ali district (Dhamar).",0,1589229240,YEM
7079357,887,YEM52268,52268,"06 May 2020",2020,1,"Strategic developments","Change to group/activity","Government of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Amanat al Asimah","Old City",,Sanaa,15.3547,44.2067,3,"26 September News - Pro-Houthi; Yemen Data Project","Local partner-National","Security Measures: On 6 May 2020, Houthi authorities annouced a 24-hour lockdown in 10 neighbourhoods of the Yemeni capital as a Somali resident died from coronavirus the previous day, representing the first confirmed case of coronavirus in Sanaa. The lockdown is supposed to act as a test and a preparation in case a larger one is needed if the situation deteriorates.",0,1589229240,YEM
7079356,887,YEM52266,52266,"06 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Forces","Operation Restoring Hope",3,,,0,30,"Middle East",Yemen,"Al Hudaydah",Hays,,Hays,13.9317,43.4831,2,"Yemen Data Project; Al Masirah","Local partner-National","On 6 May 2020, anti-Houthi National Resistance and Saudi-led coalition forces reportedly fired machine guns at scattered areas of Hays district in western Yemen (Al Hudaydah) with no report of fatalities nor injuries.",0,1589229240,YEM
7079355,887,YEM52265,52265,"06 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah",Hays,,Hays,13.9317,43.4831,1,"Yemen Data Project; Al Amaliqah","Local partner-National","On 6 May 2020, pro-Houthi forces reportedly fired RPGs, B-10 recoilless rifles, and 14.5mm, 12.7mm and 7.62mm machine guns at residential neighbourhoods in the city of Hays in western Yemen (Hays, Al Hudaydah) with no report of fatalities nor injuries.",0,1589229240,YEM
7079354,887,YEM52264,52264,"06 May 2020",2020,1,Battles,"Armed clash","National Resistance Forces",,3,"Military Forces of Yemen (2016-) Supreme Political Council",,1,13,"Middle East",Yemen,"Al Hudaydah",Hays,,"Al Maqani",13.9196,43.4968,2,"Twitter; Yemen Data Project; Al Amaliqah","Local partner-National","On 6 May 2020, anti-Houthi National Resistance forces claimed to have thwarted an attack of pro-Houthi forces in the southeast of Hays city in western Yemen (Hays, Al Hudaydah), near Al Maqani area, killing and injuring a number of fighters. Unknown reported fatalities coded as 10.",10,1589229240,YEM
7079353,887,YEM52263,52263,"06 May 2020",2020,1,Battles,"Armed clash","National Resistance Forces",,3,"Military Forces of Yemen (2016-) Supreme Political Council",,1,13,"Middle East",Yemen,"Al Hudaydah","Bayt Al Faqiah",,"Al Jah",14.2833,43.0667,2,"Al Amaliqah; Yemen Data Project","Local partner-National","On 6 May 2020, National Resistance forces claimed to have clashed with pro-Houthi forces coming from Al Hussayniah area to Al Jah in western Yemen (Bayt Al Faqiah, Al Hudaydah), killing two fighters with no report of injuries.",2,1589229240,YEM
7079352,887,YEM52262,52262,"06 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"Al Jabaliyah",14.0725,43.1589,1,"Al Amaliqah; Yemen Data Project","Local partner-National","On 6 May 2020, pro-Houthi forces reportedly fired mortar and RPG shells at populated villages in Al Jabaliyah area in western Yemen (At Tuhayat, Al Hudaydah), and 14.5mm, 12.7mm and 7.62mm machine guns and sniper rifles at farms in the same area, with no report of fatalities nor injuries.",0,1589229240,YEM
7079351,887,YEM52261,52261,"06 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Forces","Operation Restoring Hope",3,,,0,30,"Middle East",Yemen,"Al Hudaydah","Al Hali",,"Al Hudaydah-7 July",14.8033,42.9809,1,"Al Masirah; Yemen Data Project","Local partner-National","On 6 May 2020, anti-Houthi National Resistance and Saudi-led coalition forces reportedly fired artillery shells and machine guns at Ad Dubyani area of July 7 neighbourhood in the northeast of Hodeidah Red Sea port city (Al Hali, Al Hudaydah) with no report of fatalities nor injuries.",0,1589229240,YEM
7079350,887,YEM52260,52260,"06 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Forces",,3,"Military Forces of Yemen (2016-) Supreme Political Council",,1,13,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Ad Durayhimi",14.637,43.0551,2,"Yemen Data Project; Al Amaliqah","Local partner-National","On 6 May 2020, anti-Houthi National Resistance forces claimed to have fired artillery shells at pro-Houthi forces northwest of Durayhimi district in western Yemen (Al Hudaydah) after the latter shelled farms and villages in the area. No fatalities nor injuries were reported.",0,1589229240,YEM
7079349,887,YEM52259,52259,"06 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Ad Durayhimi",14.637,43.0551,1,"Al Amaliqah; Yemen Data Project","Local partner-National","On 6 May 2020, pro-Houthi forces reportedly shelled farms and populated villages northwest of Durayhimi district in western Yemen (Al Hudaydah) with no report of fatalities nor injuries.",0,1589229240,YEM
7079348,887,YEM52258,52258,"06 May 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah","Ad Durayhimi",,"Ad Durayhimi",14.637,43.0551,2,"Al Amaliqah; Yemen Data Project","Local partner-National","On 6 May 2020, pro-Houthi forces reportedly fired 14.5mm and 12.7mm machine guns, in addition to sniper rifles, at scattered areas of Durayhimi district in western Yemen (Al Hudaydah) with no report of fatalities nor injuries.",0,1589229240,YEM
7079347,887,YEM52257,52257,"06 May 2020",2020,2,"Strategic developments","Change to group/activity","Unidentified Tribal Militia (Yemen)",,4,,,0,40,"Middle East",Yemen,"Al Bayda","Radman Al Awad",,"An Najd",14.4215,45.296,2,"Al Mashhad Al Yemeni; Yemen Data Project","Local partner-National","Around 6 May 2020, hundreds of tribesmen coming from both Al Bayda and Marib governorates reportedly arrived in Radman Al Awad district (Al Bayda) following the call of Shaykh Yassir Al Awadi as tensions between tribesmen and pro-Houthi forces are increasing in Al Bayda.",0,1589229240,YEM
7079346,887,YEM52255,52255,"06 May 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2012-)","Popular Resistance",1,"Military Forces of Yemen (2016-) Supreme Political Council",,1,11,"Middle East",Yemen,"Al Bayda","As Sawadiyah",,Yisbal,14.5316,45.3172,2,"Khabar News Agency (Yemen); Yemen Data Project","Local partner-National","On 6 May 2020, clashes were reported between pro-Hadi forces and Popular Resistance fighters on one side and pro-Houthi forces on the other in Yisbal region (As Sawadiyah, Al Bayda) of Al Wahabiya-Qaniyah front at the border between Marib and Al Bayda governorates. 12 pro-Houthi fighters were reported killed, including a field leader.",12,1589229240,YEM
7079345,887,YEM52253,52253,"06 May 2020",2020,1,Battles,"Armed clash","Bani Ali Tribal Militia (Yemen)",,4,"Al Badi Tribal Militia (Yemen)",,4,44,"Middle East",Yemen,Abyan,Ahwar,,Ahwar,13.5202,46.7137,1,"Yemen Data Project; Al Janoob al Youm","Local partner-National","On 6 May 2020, armed clashes reportedly erupted between Bani Ali and Al Badi tribesmen for unknown reasons in the suq of Ahwar district (Abyan) leading to the death of a bystander.",1,1589229240,YEM
7079479,887,YEM52252,52252,"05 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)","Labour Group (Yemen)",6,,,0,60,"Middle East",Yemen,Taizz,Salh,,Taizz,13.5795,44.0209,2,"News Yemen",National,"On 5 May 2020, employees of the finance office in Taizz city (Salh, Taizz) protested against insecurity following an attack on the director of the Sabir Al Mawadim district office by the 22nd Armored Brigade the day before. [size=no report]",0,1589229241,YEM
7079477,887,YEM52239,52239,"05 May 2020",2020,1,Protests,"Peaceful protest","Protesters (Yemen)","STC: Southern Transitional Council",6,,,0,60,"Middle East",Yemen,Hadramawt,"Wadi Al Ayn",,Hawra,15.7103,48.2989,1,"Hadramawt 21",Subnational,"On 5 May 2020, people participated in an STC-organized demonstration in Hawra (Wadi Al Ayn, Hadramawt) in support of the STC and for self-administration of South Yemen. [size=no report]",0,1589229241,YEM
7079447,887,YEM52211,52211,"05 May 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Yemen)",,3,"Unidentified Armed Group (Yemen)",,3,33,"Middle East",Yemen,Aden,"Al Buraiqeh",,"Madinat as Saleh",12.8559,44.9043,1,"Aden al Ghad",Subnational,"On 5 May 2020, two unidentified forces reportedly clashed in Madinat as Saleh (Al Buraiqeh, Aden) near Bir Ahmed for unknown reasons. There were no reports on fatalities.",0,1589229240,YEM
7079344,887,YEM52251,52251,"05 May 2020",2020,2,"Strategic developments","Headquarters or base established","Militia (Hamoud Saeed al Mikhlafi)","Al Islah Party",3,,,0,30,"Middle East",Yemen,Taizz,Salh,,Taizz,13.5795,44.0209,1,"Yemen Data Project; News Yemen","Local partner-National","Around 5 May 2020 (as reported), the Education Office of Taizz reportedly permitted forces belonging to Hamoud Saeed al Mikhlafi to transform a number of schools into military barracks.",0,1589229240,YEM
7079343,887,YEM52250,52250,"05 May 2020",2020,1,Riots,"Violent demonstration","Rioters (Yemen)","STC: Southern Transitional Council",5,"Military Forces of Yemen (2012-)","Operation Restoring Hope; Military Forces of Saudi Arabia (2015-)",1,15,"Middle East",Yemen,Suqutra,Hidaybu,,Hadibu,12.6501,54.0223,1,"Yemen Data Project; Aden News; Aden al Ghad; Yemen Press","Local partner-National","On 5 May 2020, a number of STC supporters demanding the departure of governor Ramzi Mahrus reportedly stormed his office compound in the capital city of Socotra, Hadibu (Hidaybu, Suqutra), to raise the Southern flag. Military forces eventually regained control of the compound and arrested 25 citizens without clashes being reported. The presence of at least one Saudi soldier was reported by some sources. [size=no report] *Note that while some sources reported that the facility was stormed by pro-STC forces, images of the incident only seem to show unarmed demonstrators.",0,1589229240,YEM
